"Year","Month","DeathRate","ZipCode"
2020,8,NA,"11222"
2020,8,NA,"11223"
2020,8,NA,"11224"
2020,8,NA,"11225"
2020,8,NA,"11226"
2020,8,NA,"11228"
2020,8,NA,"11229"
2020,8,NA,"11230"
2020,8,NA,"11231"
2020,8,NA,"11232"
2020,8,NA,"11233"
2020,8,NA,"11234"
2020,8,NA,"11235"
2020,8,NA,"11236"
2020,8,NA,"11237"
2020,8,NA,"11238"
2020,8,NA,"11239"
2020,8,NA,"11354"
2020,8,NA,"11355"
2020,8,NA,"11356"
2020,8,NA,"11357"
2020,8,NA,"11358"
2020,8,NA,"11360"
2020,8,NA,"11361"
2020,8,NA,"11362"
2020,8,NA,"11364"
2020,8,NA,"11365"
2020,8,NA,"11366"
2020,8,NA,"11367"
2020,8,NA,"11368"
2020,8,NA,"11369"
2020,8,NA,"11370"
2020,8,8.2,"11372"
2020,8,NA,"11373"
2020,8,NA,"11374"
2020,8,NA,"11375"
2020,8,NA,"11377"
2020,8,NA,"11378"
2020,8,NA,"11379"
2020,8,NA,"11385"
2020,8,NA,"11411"
2020,8,NA,"11412"
2020,8,NA,"11413"
2020,8,NA,"11414"
2020,8,NA,"11415"
2020,8,NA,"11416"
2020,8,NA,"11417"
2020,8,NA,"11418"
2020,8,NA,"11419"
2020,8,NA,"11420"
2020,8,NA,"11421"
2020,8,NA,"11422"
2020,8,NA,"11423"
2020,8,NA,"11426"
2020,8,NA,"11427"
2020,8,NA,"11428"
2020,8,NA,"11429"
2020,8,NA,"11432"
2020,8,NA,"11433"
2020,8,NA,"11434"
2020,8,NA,"11435"
2020,8,NA,"11436"
2020,8,NA,"11691"
2020,8,NA,"11692"
2020,8,NA,"11693"
2020,8,NA,"11694"
2020,8,NA,"11697"
2020,8,NA,"10004"
2020,8,NA,"10005"
2020,8,NA,"10280"
2020,8,NA,"10282"
2020,8,NA,"11109"
2020,8,NA,"11363"
2020,9,2.2,"Bronx"
2020,9,1.8,"Brooklyn"
2020,9,1,"Manhattan"
2020,9,1.3,"Queens"
2020,9,NA,"Staten_Island"
2020,9,1.5,"Citywide"
2020,9,NA,"10001"
2020,9,NA,"10002"
2020,9,NA,"10003"
2020,9,NA,"10006"
2020,9,NA,"10007"
2020,9,NA,"10009"
2020,9,NA,"10010"
2020,9,NA,"10011"
2020,9,NA,"10012"
2020,9,NA,"10013"
2020,9,NA,"10014"
2020,9,NA,"10016"
2020,9,NA,"10017"
2020,9,NA,"10018"
2020,9,NA,"10019"
2020,9,NA,"10021"
2020,9,NA,"10022"
2020,9,NA,"10023"
2020,9,NA,"10024"
2020,9,NA,"10025"
2020,9,NA,"10026"
2020,9,NA,"10027"
2020,9,NA,"10028"
2020,9,NA,"10029"
2020,9,NA,"10030"
2020,9,NA,"10031"
2020,9,NA,"10032"
2020,9,NA,"10033"
2020,9,NA,"10034"
2020,9,NA,"10035"
2020,9,NA,"10036"
2020,9,NA,"10037"
2020,9,NA,"10038"
2020,9,NA,"10039"
2020,9,NA,"10040"
2020,9,NA,"10044"
2020,9,NA,"10065"
2020,9,NA,"10069"
2020,9,NA,"10075"
2020,9,NA,"10128"
2020,9,NA,"10301"
2020,9,NA,"10302"
2020,9,NA,"10303"
2020,9,NA,"10304"
2020,9,NA,"10305"
2020,9,NA,"10306"
2020,9,NA,"10307"
2020,9,NA,"10308"
2020,9,NA,"10309"
2020,9,NA,"10310"
2020,9,NA,"10312"
2020,9,NA,"10314"
2020,9,NA,"10451"
2020,9,NA,"10452"
2020,9,NA,"10453"
2020,9,NA,"10454"
2020,9,NA,"10455"
2020,9,NA,"10456"
2020,9,NA,"10457"
2020,9,NA,"10458"
2020,9,NA,"10459"
2020,9,NA,"10460"
2020,9,NA,"10461"
2020,9,NA,"10462"
2020,9,NA,"10463"
2020,9,NA,"10464"
2020,9,NA,"10465"
2020,9,NA,"10466"
2020,9,NA,"10467"
2020,9,NA,"10468"
2020,9,NA,"10469"
2020,9,NA,"10470"
2020,9,NA,"10471"
2020,9,NA,"10472"
2020,9,NA,"10473"
2020,9,NA,"10474"
2020,9,NA,"10475"
2020,9,NA,"11004"
2020,9,NA,"11101"
2020,9,NA,"11102"
2020,9,NA,"11103"
2020,9,NA,"11104"
2020,9,NA,"11105"
2020,9,NA,"11106"
2020,9,NA,"11201"
2020,9,NA,"11203"
2020,9,NA,"11204"
2020,9,NA,"11205"
2020,9,NA,"11206"
2020,9,NA,"11207"
2020,9,NA,"11208"
2020,9,NA,"11209"
2020,9,NA,"11210"
2020,9,NA,"11211"
2020,9,NA,"11212"
2020,9,NA,"11213"
2020,9,NA,"11214"
2020,9,NA,"11215"
2020,9,NA,"11216"
2020,9,NA,"11217"
2020,9,NA,"11218"
2020,9,5.6,"11219"
2020,9,NA,"11220"
2020,9,NA,"11221"
2020,9,NA,"11222"
2020,9,NA,"11223"
2020,9,NA,"11224"
2020,9,NA,"11225"
2020,9,NA,"11226"
2020,9,NA,"11228"
2020,9,NA,"11229"
2020,9,NA,"11230"
2020,9,NA,"11231"
2020,9,NA,"11232"
2020,9,NA,"11233"
2020,9,NA,"11234"
2020,9,NA,"11235"
2020,9,NA,"11236"
2020,9,NA,"11237"
2020,9,NA,"11238"
2020,9,NA,"11239"
2020,9,NA,"11354"
2020,9,NA,"11355"
2020,9,NA,"11356"
2020,9,NA,"11357"
2020,9,NA,"11358"
2020,9,NA,"11360"
2020,9,NA,"11361"
2020,9,NA,"11362"
2020,9,NA,"11364"
2020,9,NA,"11365"
2020,9,NA,"11366"
2020,9,NA,"11367"
2020,9,NA,"11368"
2020,9,NA,"11369"
2020,9,NA,"11370"
2020,9,NA,"11372"
2020,9,NA,"11373"
2020,9,NA,"11374"
2020,9,NA,"11375"
2020,9,NA,"11377"
2020,9,NA,"11378"
2020,9,NA,"11379"
2020,9,NA,"11385"
2020,9,NA,"11411"
2020,9,NA,"11412"
2020,9,NA,"11413"
2020,9,NA,"11414"
2020,9,NA,"11415"
2020,9,NA,"11416"
2020,9,NA,"11417"
2020,9,NA,"11418"
2020,9,NA,"11419"
2020,9,NA,"11420"
2020,9,NA,"11421"
2020,9,NA,"11422"
2020,9,NA,"11423"
2020,9,NA,"11426"
2020,9,NA,"11427"
2020,9,NA,"11428"
2020,9,NA,"11429"
2020,9,NA,"11432"
2020,9,NA,"11433"
2020,9,NA,"11434"
2020,9,NA,"11435"
2020,9,NA,"11436"
2020,9,NA,"11691"
2020,9,NA,"11692"
2020,9,NA,"11693"
2020,9,NA,"11694"
2020,9,NA,"11697"
2020,9,NA,"10004"
2020,9,NA,"10005"
2020,9,NA,"10280"
2020,9,NA,"10282"
2020,9,NA,"11109"
2020,9,NA,"11363"
2020,10,1.5,"Bronx"
2020,10,2.8,"Brooklyn"
2020,10,1.3,"Manhattan"
2020,10,2,"Queens"
2020,10,2.9,"Staten_Island"
2020,10,2.1,"Citywide"
2020,10,NA,"10001"
2020,10,NA,"10002"
2020,10,NA,"10003"
2020,10,NA,"10006"
2020,10,NA,"10007"
2020,10,NA,"10009"
2020,10,NA,"10010"
2020,10,NA,"10011"
2020,10,NA,"10012"
2020,10,NA,"10013"
2020,10,NA,"10014"
2020,10,NA,"10016"
2020,10,NA,"10017"
2020,10,NA,"10018"
2020,10,NA,"10019"
2020,10,NA,"10021"
2020,10,NA,"10022"
2020,10,NA,"10023"
2020,10,NA,"10024"
2020,10,NA,"10025"
2020,10,NA,"10026"
2020,10,NA,"10027"
2020,10,NA,"10028"
2020,10,NA,"10029"
2020,10,NA,"10030"
2020,10,NA,"10031"
2020,10,NA,"10032"
2020,10,NA,"10033"
2020,10,NA,"10034"
2020,10,NA,"10035"
2020,10,NA,"10036"
2020,10,NA,"10037"
2020,10,NA,"10038"
2020,10,NA,"10039"
2020,10,NA,"10040"
2020,10,NA,"10044"
2020,10,NA,"10065"
2020,10,NA,"10069"
2020,10,NA,"10075"
2020,10,NA,"10128"
2020,10,NA,"10301"
2020,10,NA,"10302"
2020,10,NA,"10303"
2020,10,NA,"10304"
2020,10,NA,"10305"
2020,10,NA,"10306"
2020,10,NA,"10307"
2020,10,NA,"10308"
2020,10,NA,"10309"
2020,10,NA,"10310"
2020,10,NA,"10312"
2020,10,NA,"10314"
2020,10,NA,"10451"
2020,10,NA,"10452"
2020,10,NA,"10453"
2020,10,NA,"10454"
2020,10,NA,"10455"
2020,10,NA,"10456"
2020,10,NA,"10457"
2020,10,NA,"10458"
2020,10,NA,"10459"
2020,10,NA,"10460"
2020,10,NA,"10461"
2020,10,NA,"10462"
2020,10,NA,"10463"
2020,10,NA,"10464"
2020,10,NA,"10465"
2020,10,NA,"10466"
2020,10,NA,"10467"
2020,10,NA,"10468"
2020,10,NA,"10469"
2020,10,NA,"10470"
2020,10,NA,"10471"
2020,10,NA,"10472"
2020,10,NA,"10473"
2020,10,NA,"10474"
2020,10,NA,"10475"
2020,10,NA,"11004"
2020,10,NA,"11101"
2020,10,NA,"11102"
2020,10,NA,"11103"
2020,10,NA,"11104"
2020,10,NA,"11105"
2020,10,NA,"11106"
2020,10,NA,"11201"
2020,10,NA,"11203"
2020,10,7.8,"11204"
2020,10,NA,"11205"
2020,10,NA,"11206"
2020,10,NA,"11207"
2020,10,NA,"11208"
2020,10,NA,"11209"
2020,10,NA,"11210"
2020,10,NA,"11211"
2020,10,NA,"11212"
2020,10,NA,"11213"
2020,10,NA,"11214"
2020,10,NA,"11215"
2020,10,NA,"11216"
2020,10,NA,"11217"
2020,10,NA,"11218"
2020,10,NA,"11219"
2020,10,NA,"11220"
2020,10,NA,"11221"
2020,10,NA,"11222"
2020,10,NA,"11223"
2020,10,NA,"11224"
2020,10,NA,"11225"
2020,10,NA,"11226"
2020,10,NA,"11228"
2020,10,6,"11229"
2020,10,7.9,"11230"
2020,10,NA,"11231"
2020,10,NA,"11232"
2020,10,NA,"11233"
2020,10,NA,"11234"
2020,10,NA,"11235"
2020,10,5.1,"11236"
2020,10,NA,"11237"
2020,10,NA,"11238"
2020,10,NA,"11239"
2020,10,NA,"11354"
2020,10,NA,"11355"
2020,10,NA,"11356"
2020,10,NA,"11357"
2020,10,NA,"11358"
2020,10,NA,"11360"
2020,10,NA,"11361"
2020,10,NA,"11362"
2020,10,NA,"11364"
2020,10,NA,"11365"
2020,10,NA,"11366"
2020,10,NA,"11367"
2020,10,NA,"11368"
2020,10,NA,"11369"
2020,10,NA,"11370"
2020,10,NA,"11372"
2020,10,NA,"11373"
2020,10,NA,"11374"
2020,10,NA,"11375"
2020,10,NA,"11377"
2020,10,NA,"11378"
2020,10,NA,"11379"
2020,10,NA,"11385"
2020,10,NA,"11411"
2020,10,NA,"11412"
2020,10,NA,"11413"
2020,10,NA,"11414"
2020,10,NA,"11415"
2020,10,NA,"11416"
2020,10,NA,"11417"
2020,10,NA,"11418"
2020,10,NA,"11419"
2020,10,NA,"11420"
2020,10,NA,"11421"
2020,10,NA,"11422"
2020,10,NA,"11423"
2020,10,NA,"11426"
2020,10,NA,"11427"
2020,10,NA,"11428"
2020,10,NA,"11429"
2020,10,NA,"11432"
2020,10,NA,"11433"
2020,10,NA,"11434"
2020,10,NA,"11435"
2020,10,NA,"11436"
2020,10,NA,"11691"
2020,10,NA,"11692"
2020,10,NA,"11693"
2020,10,NA,"11694"
2020,10,NA,"11697"
2020,10,NA,"10004"
2020,10,NA,"10005"
2020,10,NA,"10280"
2020,10,NA,"10282"
2020,10,NA,"11109"
2020,10,NA,"11363"
2020,11,4,"Bronx"
2020,11,4.8,"Brooklyn"
2020,11,2.6,"Manhattan"
2020,11,3.4,"Queens"
2020,11,10.3,"Staten_Island"
2020,11,4.2,"Citywide"
2020,11,NA,"10001"
2020,11,NA,"10002"
2020,11,NA,"10003"
2020,11,NA,"10006"
2020,11,NA,"10007"
2020,11,NA,"10009"
2020,11,NA,"10010"
2020,11,NA,"10011"
2020,11,NA,"10012"
2020,11,NA,"10013"
2020,11,NA,"10014"
2020,11,NA,"10016"
2020,11,NA,"10017"
2020,11,NA,"10018"
2020,11,NA,"10019"
2020,11,NA,"10021"
2020,11,NA,"10022"
2020,11,NA,"10023"
2020,11,NA,"10024"
2020,11,5.5,"10025"
2020,11,NA,"10026"
2020,11,NA,"10027"
2020,11,NA,"10028"
2020,11,6.4,"10029"
2020,11,NA,"10030"
2020,11,NA,"10031"
2020,11,NA,"10032"
2020,11,NA,"10033"
2020,11,NA,"10034"
2020,11,NA,"10035"
2020,11,NA,"10036"
2020,11,NA,"10037"
2020,11,NA,"10038"
2020,11,NA,"10039"
2020,11,NA,"10040"
2020,11,NA,"10044"
2020,11,NA,"10065"
2020,11,NA,"10069"
2020,11,NA,"10075"
2020,11,NA,"10128"
2020,11,NA,"10301"
2020,11,NA,"10302"
2020,11,NA,"10303"
2020,11,NA,"10304"
2020,11,NA,"10305"
2020,11,37.9,"10306"
2020,11,NA,"10307"
2020,11,NA,"10308"
2020,11,NA,"10309"
2020,11,NA,"10310"
2020,11,8.2,"10312"
2020,11,6.5,"10314"
2020,11,NA,"10451"
2020,11,NA,"10452"
2020,11,NA,"10453"
2020,11,NA,"10454"
2020,11,NA,"10455"
2020,11,NA,"10456"
2020,11,8.1,"10457"
2020,11,NA,"10458"
2020,11,NA,"10459"
2020,11,NA,"10460"
2020,11,NA,"10461"
2020,11,NA,"10462"
2020,11,NA,"10463"
2020,11,NA,"10464"
2020,11,NA,"10465"
2020,11,NA,"10466"
2020,11,4.9,"10467"
2020,11,NA,"10468"
2020,11,NA,"10469"
2020,11,NA,"10470"
2020,11,NA,"10471"
2020,11,NA,"10472"
2020,11,NA,"10473"
2020,11,NA,"10474"
2020,11,NA,"10475"
2020,11,NA,"11004"
2020,11,NA,"11101"
2020,11,NA,"11102"
2020,11,NA,"11103"
2020,11,NA,"11104"
2020,11,NA,"11105"
2020,11,NA,"11106"
2020,11,NA,"11201"
2020,11,NA,"11203"
2020,11,NA,"11204"
2020,11,NA,"11205"
2020,11,NA,"11206"
2020,11,5.6,"11207"
2020,11,6.3,"11208"
2020,11,NA,"11209"
2020,11,NA,"11210"
2020,11,4.9,"11211"
2020,11,NA,"11212"
2020,11,NA,"11213"
2020,11,14,"11214"
2020,11,NA,"11215"
2020,11,NA,"11216"
2020,11,NA,"11217"
2020,11,NA,"11218"
2020,11,7.8,"11219"
2020,11,NA,"11220"
2020,11,NA,"11221"
2020,11,NA,"11222"
2020,11,8.6,"11223"
2020,11,NA,"11224"
2020,11,NA,"11225"
2020,11,NA,"11226"
2020,11,NA,"11228"
2020,11,NA,"11229"
2020,11,10.1,"11230"
2020,11,NA,"11231"
2020,11,NA,"11232"
2020,11,8.1,"11233"
2020,11,NA,"11234"
2020,11,12.8,"11235"
2020,11,NA,"11236"
2020,11,NA,"11237"
2020,11,NA,"11238"
2020,11,46.1,"11239"
2020,11,11.1,"11354"
2020,11,NA,"11355"
2020,11,NA,"11356"
2020,11,NA,"11357"
2020,11,NA,"11358"
2020,11,NA,"11360"
2020,11,NA,"11361"
2020,11,NA,"11362"
2020,11,NA,"11364"
2020,11,NA,"11365"
2020,11,NA,"11366"
2020,11,NA,"11367"
2020,11,NA,"11368"
2020,11,NA,"11369"
2020,11,NA,"11370"
2020,11,8.2,"11372"
2020,11,NA,"11373"
2020,11,NA,"11374"
2020,11,7,"11375"
2020,11,NA,"11377"
2020,11,NA,"11378"
2020,11,13.6,"11379"
2020,11,NA,"11385"
2020,11,NA,"11411"
2020,11,NA,"11412"
2020,11,NA,"11413"
2020,11,NA,"11414"
2020,11,NA,"11415"
2020,11,NA,"11416"
2020,11,NA,"11417"
2020,11,NA,"11418"
2020,11,NA,"11419"
2020,11,NA,"11420"
2020,11,NA,"11421"
2020,11,NA,"11422"
2020,11,NA,"11423"
2020,11,NA,"11426"
2020,11,NA,"11427"
2020,11,NA,"11428"
2020,11,NA,"11429"
2020,11,NA,"11432"
2020,11,NA,"11433"
2020,11,NA,"11434"
2020,11,12,"11435"
2020,11,NA,"11436"
2020,11,NA,"11691"
2020,11,NA,"11692"
2020,11,NA,"11693"
2020,11,NA,"11694"
2020,11,NA,"11697"
2020,11,NA,"10004"
2020,11,NA,"10005"
2020,11,NA,"10280"
2020,11,NA,"10282"
2020,11,NA,"11109"
2020,11,NA,"11363"
2020,12,11.1,"Bronx"
2020,12,12.7,"Brooklyn"
2020,12,9.3,"Manhattan"
2020,12,13,"Queens"
2020,12,35.3,"Staten_Island"
2020,12,13.1,"Citywide"
2020,12,NA,"10001"
2020,12,14.6,"10002"
2020,12,NA,"10003"
2020,12,NA,"10006"
2020,12,NA,"10007"
2020,12,12.2,"10009"
2020,12,NA,"10010"
2020,12,NA,"10011"
2020,12,NA,"10012"
2020,12,NA,"10013"
2020,12,NA,"10014"
2020,12,NA,"10016"
2020,12,NA,"10017"
2020,12,NA,"10018"
2020,12,NA,"10019"
2020,12,NA,"10021"
2020,12,NA,"10022"
2020,12,NA,"10023"
2020,12,NA,"10024"
2020,12,13.1,"10025"
2020,12,NA,"10026"
2020,12,NA,"10027"
2020,12,NA,"10028"
2020,12,14.1,"10029"
2020,12,NA,"10030"
2020,12,22,"10031"
2020,12,19,"10032"
2020,12,12,"10033"
2020,12,NA,"10034"
2020,12,14.2,"10035"
2020,12,NA,"10036"
2020,12,24,"10037"
2020,12,NA,"10038"
2020,12,25.8,"10039"
2020,12,13.6,"10040"
2020,12,NA,"10044"
2020,12,NA,"10065"
2020,12,NA,"10069"
2020,12,NA,"10075"
2020,12,NA,"10128"
2020,12,30.8,"10301"
2020,12,37.9,"10302"
2020,12,18.9,"10303"
2020,12,47.7,"10304"
2020,12,21,"10305"
2020,12,85.2,"10306"
2020,12,NA,"10307"
2020,12,30.2,"10308"
2020,12,27.3,"10309"
2020,12,NA,"10310"
2020,12,9.8,"10312"
2020,12,44.3,"10314"
2020,12,NA,"10451"
2020,12,9.3,"10452"
2020,12,10.2,"10453"
2020,12,15.9,"10454"
2020,12,NA,"10455"
2020,12,6.4,"10456"
2020,12,NA,"10457"
2020,12,12.1,"10458"
2020,12,NA,"10459"
2020,12,10.2,"10460"
2020,12,16.3,"10461"
2020,12,13.3,"10462"
2020,12,24.3,"10463"
2020,12,NA,"10464"
2020,12,NA,"10465"
2020,12,NA,"10466"
2020,12,9.8,"10467"
2020,12,12.9,"10468"
2020,12,17.9,"10469"
2020,12,NA,"10470"
2020,12,NA,"10471"
2020,12,13.2,"10472"
2020,12,18.6,"10473"
2020,12,NA,"10474"
2020,12,11.7,"10475"
2020,12,36.9,"11004"
2020,12,NA,"11101"
2020,12,26.6,"11102"
2020,12,NA,"11103"
2020,12,NA,"11104"
2020,12,NA,"11105"
2020,12,NA,"11106"
2020,12,NA,"11201"
2020,12,13.6,"11203"
2020,12,16.9,"11204"
2020,12,11,"11205"
2020,12,6.9,"11206"
2020,12,11.2,"11207"
2020,12,19.9,"11208"
2020,12,13.3,"11209"
2020,12,7.6,"11210"
2020,12,5.9,"11211"
2020,12,20.3,"11212"
2020,12,10.8,"11213"
2020,12,23.7,"11214"
2020,12,8.6,"11215"
2020,12,12.8,"11216"
2020,12,NA,"11217"
2020,12,8.1,"11218"
2020,12,NA,"11219"
2020,12,14.8,"11220"
2020,12,11.1,"11221"
2020,12,NA,"11222"
2020,12,16,"11223"
2020,12,30.3,"11224"
2020,12,NA,"11225"
2020,12,14.4,"11226"
2020,12,NA,"11228"
2020,12,14.4,"11229"
2020,12,16.9,"11230"
2020,12,NA,"11231"
2020,12,NA,"11232"
2020,12,16.1,"11233"
2020,12,10.6,"11234"
2020,12,20.5,"11235"
2020,12,10.3,"11236"
2020,12,NA,"11237"
2020,12,NA,"11238"
2020,12,NA,"11239"
2020,12,22.3,"11354"
2020,12,16.5,"11355"
2020,12,NA,"11356"
2020,12,NA,"11357"
2020,12,NA,"11358"
2020,12,NA,"11360"
2020,12,NA,"11361"
2020,12,NA,"11362"
2020,12,NA,"11364"
2020,12,13.7,"11365"
2020,12,NA,"11366"
2020,12,NA,"11367"
2020,12,12.7,"11368"
2020,12,NA,"11369"
2020,12,NA,"11370"
2020,12,19.8,"11372"
2020,12,10.9,"11373"
2020,12,24.2,"11374"
2020,12,19.6,"11375"
2020,12,14.3,"11377"
2020,12,NA,"11378"
2020,12,NA,"11379"
2020,12,4.8,"11385"
2020,12,NA,"11411"
2020,12,13.1,"11412"
2020,12,NA,"11413"
2020,12,24.7,"11414"
2020,12,NA,"11415"
2020,12,18.9,"11416"
2020,12,NA,"11417"
2020,12,16,"11418"
2020,12,12.4,"11419"
2020,12,12.5,"11420"
2020,12,15,"11421"
2020,12,NA,"11422"
2020,12,19.3,"11423"
2020,12,NA,"11426"
2020,12,NA,"11427"
2020,12,NA,"11428"
2020,12,18,"11429"
2020,12,21.4,"11432"
2020,12,16.4,"11433"
2020,12,15,"11434"
2020,12,NA,"11435"
2020,12,NA,"11436"
2020,12,10.5,"11691"
2020,12,NA,"11692"
2020,12,NA,"11693"
2020,12,NA,"11694"
2020,12,NA,"11697"
2020,12,NA,"10004"
2020,12,NA,"10005"
2020,12,NA,"10280"
2020,12,NA,"10282"
2020,12,NA,"11109"
2020,12,NA,"11363"
2021,1,24.7,"Bronx"
2021,1,28.6,"Brooklyn"
2021,1,17.6,"Manhattan"
2021,1,30.5,"Queens"
2021,1,37,"Staten_Island"
2021,1,26.8,"Citywide"
2021,1,NA,"10001"
2021,1,34.5,"10002"
2021,1,NA,"10003"
2021,1,NA,"10006"
2021,1,NA,"10007"
2021,1,24.5,"10009"
2021,1,21,"10010"
2021,1,NA,"10011"
2021,1,NA,"10012"
2021,1,NA,"10013"
2021,1,NA,"10014"
2021,1,19.6,"10016"
2021,1,NA,"10017"
2021,1,NA,"10018"
2021,1,NA,"10019"
2021,1,NA,"10021"
2021,1,NA,"10022"
2021,1,8.1,"10023"
2021,1,8.6,"10024"
2021,1,13.1,"10025"
2021,1,20.7,"10026"
2021,1,22.1,"10027"
2021,1,NA,"10028"
2021,1,28.1,"10029"
2021,1,NA,"10030"
2021,1,27.1,"10031"
2021,1,27,"10032"
2021,1,13.7,"10033"
2021,1,11.8,"10034"
2021,1,34.1,"10035"
2021,1,33,"10036"
2021,1,57.7,"10037"
2021,1,39.4,"10038"
2021,1,18.4,"10039"
2021,1,15.9,"10040"
2021,1,NA,"10044"
2021,1,NA,"10065"
2021,1,NA,"10069"
2021,1,21.7,"10075"
2021,1,20.5,"10128"
2021,1,23.1,"10301"
2021,1,37.9,"10302"
2021,1,26.4,"10303"
2021,1,64.5,"10304"
2021,1,35,"10305"
2021,1,56.8,"10306"
2021,1,NA,"10307"
2021,1,30.2,"10308"
2021,1,15.2,"10309"
2021,1,NA,"10310"
2021,1,27.8,"10312"
2021,1,45.4,"10314"
2021,1,19,"10451"
2021,1,22.6,"10452"
2021,1,22.9,"10453"
2021,1,26.4,"10454"
2021,1,28.6,"10455"
2021,1,20.4,"10456"
2021,1,14.9,"10457"
2021,1,19.3,"10458"
2021,1,23,"10459"
2021,1,17,"10460"
2021,1,24.4,"10461"
2021,1,19.9,"10462"
2021,1,24.3,"10463"
2021,1,NA,"10464"
2021,1,39.4,"10465"
2021,1,15.4,"10466"
2021,1,30.4,"10467"
2021,1,14.1,"10468"
2021,1,28.9,"10469"
2021,1,33.4,"10470"
2021,1,33,"10471"
2021,1,35.3,"10472"
2021,1,35.5,"10473"
2021,1,41.8,"10474"
2021,1,25.7,"10475"
2021,1,31.7,"11004"
2021,1,NA,"11101"
2021,1,49.9,"11102"
2021,1,31.5,"11103"
2021,1,23.6,"11104"
2021,1,30.4,"11105"
2021,1,16,"11106"
2021,1,14.4,"11201"
2021,1,20.5,"11203"
2021,1,32.4,"11204"
2021,1,15.4,"11205"
2021,1,25.4,"11206"
2021,1,29.2,"11207"
2021,1,24.1,"11208"
2021,1,22.2,"11209"
2021,1,10.7,"11210"
2021,1,9.8,"11211"
2021,1,32.4,"11212"
2021,1,12.4,"11213"
2021,1,50.6,"11214"
2021,1,NA,"11215"
2021,1,12.8,"11216"
2021,1,NA,"11217"
2021,1,35.1,"11218"
2021,1,20,"11219"
2021,1,34.9,"11220"
2021,1,28.2,"11221"
2021,1,13.8,"11222"
2021,1,30.7,"11223"
2021,1,92.9,"11224"
2021,1,17.4,"11225"
2021,1,27.7,"11226"
2021,1,28.9,"11228"
2021,1,43.1,"11229"
2021,1,45,"11230"
2021,1,NA,"11231"
2021,1,18.5,"11232"
2021,1,13.5,"11233"
2021,1,29.8,"11234"
2021,1,87,"11235"
2021,1,30.9,"11236"
2021,1,16.7,"11237"
2021,1,16.8,"11238"
2021,1,76.8,"11239"
2021,1,59.3,"11354"
2021,1,43.1,"11355"
2021,1,21.9,"11356"
2021,1,33.6,"11357"
2021,1,27.8,"11358"
2021,1,63,"11360"
2021,1,19,"11361"
2021,1,49.7,"11362"
2021,1,28,"11364"
2021,1,36.5,"11365"
2021,1,NA,"11366"
2021,1,19.7,"11367"
2021,1,20.8,"11368"
2021,1,32.7,"11369"
2021,1,18.9,"11370"
2021,1,34.6,"11372"
2021,1,21.8,"11373"
2021,1,33.8,"11374"
2021,1,47.7,"11375"
2021,1,38.1,"11377"
2021,1,NA,"11378"
2021,1,40.9,"11379"
2021,1,22.2,"11385"
2021,1,NA,"11411"
2021,1,21,"11412"
2021,1,27.8,"11413"
2021,1,56.4,"11414"
2021,1,NA,"11415"
2021,1,45.5,"11416"
2021,1,25.8,"11417"
2021,1,NA,"11418"
2021,1,45.4,"11419"
2021,1,27.2,"11420"
2021,1,25,"11421"
2021,1,34,"11422"
2021,1,22.5,"11423"
2021,1,24.8,"11426"
2021,1,NA,"11427"
2021,1,43.1,"11428"
2021,1,25.2,"11429"
2021,1,52.7,"11432"
2021,1,32.9,"11433"
2021,1,24,"11434"
2021,1,25.7,"11435"
2021,1,NA,"11436"
2021,1,29.9,"11691"
2021,1,NA,"11692"
2021,1,NA,"11693"
2021,1,NA,"11694"
2021,1,NA,"11697"
2021,1,NA,"10004"
2021,1,NA,"10005"
2021,1,NA,"10280"
2021,1,NA,"10282"
2021,1,NA,"11109"
2021,1,NA,"11363"
2021,2,30.6,"Bronx"
2021,2,27.1,"Brooklyn"
2021,2,19.8,"Manhattan"
2021,2,28.3,"Queens"
2021,2,24.2,"Staten_Island"
2021,2,26.4,"Citywide"
2021,2,18.1,"10001"
2021,2,35.8,"10002"
2021,2,9.3,"10003"
2021,2,NA,"10006"
2021,2,NA,"10007"
2021,2,22.7,"10009"
2021,2,NA,"10010"
2021,2,10.1,"10011"
2021,2,NA,"10012"
2021,2,NA,"10013"
2021,2,NA,"10014"
2021,2,15.7,"10016"
2021,2,NA,"10017"
2021,2,NA,"10018"
2021,2,18.4,"10019"
2021,2,17.4,"10021"
2021,2,NA,"10022"
2021,2,16.2,"10023"
2021,2,17.1,"10024"
2021,2,29.5,"10025"
2021,2,25.9,"10026"
2021,2,23.7,"10027"
2021,2,16.9,"10028"
2021,2,29.4,"10029"
2021,2,34.2,"10030"
2021,2,23.7,"10031"
2021,2,23.8,"10032"
2021,2,22.2,"10033"
2021,2,23.7,"10034"
2021,2,31.2,"10035"
2021,2,NA,"10036"
2021,2,NA,"10037"
2021,2,30.6,"10038"
2021,2,NA,"10039"
2021,2,22.7,"10040"
2021,2,NA,"10044"
2021,2,NA,"10065"
2021,2,NA,"10069"
2021,2,43.4,"10075"
2021,2,17.1,"10128"
2021,2,20.6,"10301"
2021,2,27,"10302"
2021,2,NA,"10303"
2021,2,26.3,"10304"
2021,2,25.7,"10305"
2021,2,39.8,"10306"
2021,2,NA,"10307"
2021,2,16.8,"10308"
2021,2,24.3,"10309"
2021,2,NA,"10310"
2021,2,27.8,"10312"
2021,2,21.6,"10314"
2021,2,29.6,"10451"
2021,2,29.3,"10452"
2021,2,24.1,"10453"
