"Year","Month","HospRate","ZipCode"
2020,8,11.5,"11208"
2020,8,14.8,"11209"
2020,8,NA,"11210"
2020,8,9.8,"11211"
2020,8,9.5,"11212"
2020,8,12.4,"11213"
2020,8,15.1,"11214"
2020,8,NA,"11215"
2020,8,NA,"11216"
2020,8,NA,"11217"
2020,8,12.2,"11218"
2020,8,21.1,"11219"
2020,8,16.9,"11220"
2020,8,8.6,"11221"
2020,8,NA,"11222"
2020,8,8.6,"11223"
2020,8,19.5,"11224"
2020,8,13.9,"11225"
2020,8,9.2,"11226"
2020,8,11.1,"11228"
2020,8,10.8,"11229"
2020,8,15.7,"11230"
2020,8,NA,"11231"
2020,8,22.2,"11232"
2020,8,NA,"11233"
2020,8,10.6,"11234"
2020,8,21.7,"11235"
2020,8,10.3,"11236"
2020,8,16.7,"11237"
2020,8,NA,"11238"
2020,8,NA,"11239"
2020,8,26,"11354"
2020,8,11.4,"11355"
2020,8,NA,"11356"
2020,8,NA,"11357"
2020,8,NA,"11358"
2020,8,NA,"11360"
2020,8,NA,"11361"
2020,8,NA,"11362"
2020,8,NA,"11363"
2020,8,NA,"11364"
2020,8,NA,"11365"
2020,8,NA,"11366"
2020,8,17.2,"11367"
2020,8,21.7,"11368"
2020,8,NA,"11369"
2020,8,28.3,"11370"
2020,8,16.5,"11372"
2020,8,10.9,"11373"
2020,8,16.9,"11374"
2020,8,22.5,"11375"
2020,8,8.3,"11377"
2020,8,16.6,"11378"
2020,8,NA,"11379"
2020,8,NA,"11385"
2020,8,NA,"11411"
2020,8,NA,"11412"
2020,8,NA,"11413"
2020,8,NA,"11414"
2020,8,NA,"11415"
2020,8,18.9,"11416"
2020,8,NA,"11417"
2020,8,NA,"11418"
2020,8,10.3,"11419"
2020,8,NA,"11420"
2020,8,15,"11421"
2020,8,NA,"11422"
2020,8,16.1,"11423"
2020,8,NA,"11426"
2020,8,NA,"11427"
2020,8,NA,"11428"
2020,8,NA,"11429"
2020,8,14.8,"11432"
2020,8,16.4,"11433"
2020,8,NA,"11434"
2020,8,NA,"11435"
2020,8,NA,"11436"
2020,8,19.4,"11691"
2020,8,NA,"11692"
2020,8,NA,"11693"
2020,8,NA,"11694"
2020,8,NA,"11697"
2020,9,12.2,"Bronx"
2020,9,14.8,"Brooklyn"
2020,9,6.1,"Manhattan"
2020,9,10.4,"Queens"
2020,9,8.4,"Staten_Island"
2020,9,11.1,"Citywide"
2020,9,NA,"10001"
2020,9,10.6,"10002"
2020,9,NA,"10003"
2020,9,NA,"10004"
2020,9,NA,"10005"
2020,9,NA,"10006"
2020,9,NA,"10007"
2020,9,NA,"10009"
2020,9,NA,"10010"
2020,9,NA,"10011"
2020,9,NA,"10012"
2020,9,NA,"10013"
2020,9,NA,"10014"
2020,9,NA,"10016"
2020,9,NA,"10017"
2020,9,NA,"10018"
2020,9,NA,"10019"
2020,9,NA,"10021"
2020,9,NA,"10022"
2020,9,NA,"10023"
2020,9,NA,"10024"
2020,9,NA,"10025"
2020,9,NA,"10026"
2020,9,9.5,"10027"
2020,9,NA,"10028"
2020,9,8.9,"10029"
2020,9,NA,"10030"
2020,9,NA,"10031"
2020,9,NA,"10032"
2020,9,10.3,"10033"
2020,9,11.8,"10034"
2020,9,NA,"10035"
2020,9,NA,"10036"
2020,9,NA,"10037"
2020,9,NA,"10038"
2020,9,NA,"10039"
2020,9,11.4,"10040"
2020,9,NA,"10044"
2020,9,NA,"10065"
2020,9,NA,"10069"
2020,9,NA,"10075"
2020,9,NA,"10128"
2020,9,NA,"10280"
2020,9,NA,"10282"
2020,9,NA,"10301"
2020,9,NA,"10302"
2020,9,NA,"10303"
2020,9,NA,"10304"
2020,9,NA,"10305"
2020,9,NA,"10306"
2020,9,NA,"10307"
2020,9,NA,"10308"
2020,9,NA,"10309"
2020,9,NA,"10310"
2020,9,8.2,"10312"
2020,9,10.8,"10314"
2020,9,NA,"10451"
2020,9,17.3,"10452"
2020,9,15.3,"10453"
2020,9,13.2,"10454"
2020,9,NA,"10455"
2020,9,12.9,"10456"
2020,9,8.1,"10457"
2020,9,7.3,"10458"
2020,9,20.9,"10459"
2020,9,11.9,"10460"
2020,9,20.4,"10461"
2020,9,9.3,"10462"
2020,9,7.1,"10463"
2020,9,NA,"10464"
2020,9,NA,"10465"
2020,9,7,"10466"
2020,9,4.9,"10467"
2020,9,18,"10468"
2020,9,11,"10469"
2020,9,NA,"10470"
2020,9,NA,"10471"
2020,9,16.2,"10472"
2020,9,22,"10473"
2020,9,NA,"10474"
2020,9,18.7,"10475"
2020,9,NA,"11004"
2020,9,NA,"11101"
2020,9,30,"11102"
2020,9,14.3,"11103"
2020,9,NA,"11104"
2020,9,NA,"11105"
2020,9,16,"11106"
2020,9,NA,"11109"
2020,9,NA,"11201"
2020,9,12.3,"11203"
2020,9,22.1,"11204"
2020,9,NA,"11205"
2020,9,16.1,"11206"
2020,9,7.9,"11207"
2020,9,9.4,"11208"
2020,9,7.4,"11209"
2020,9,28.9,"11210"
2020,9,18.7,"11211"
2020,9,8.1,"11212"
2020,9,NA,"11213"
2020,9,11.9,"11214"
2020,9,NA,"11215"
2020,9,NA,"11216"
2020,9,NA,"11217"
2020,9,29.7,"11218"
2020,9,37.7,"11219"
2020,9,11.6,"11220"
2020,9,7.4,"11221"
2020,9,NA,"11222"
2020,9,27,"11223"
2020,9,15.1,"11224"
2020,9,12.2,"11225"
2020,9,14.4,"11226"
2020,9,20,"11228"
2020,9,21.5,"11229"
2020,9,36,"11230"
2020,9,NA,"11231"
2020,9,NA,"11232"
2020,9,9.4,"11233"
2020,9,10.6,"11234"
2020,9,14.1,"11235"
2020,9,12.4,"11236"
2020,9,NA,"11237"
2020,9,18.7,"11238"
2020,9,NA,"11239"
2020,9,14.8,"11354"
2020,9,12.7,"11355"
2020,9,NA,"11356"
2020,9,NA,"11357"
2020,9,NA,"11358"
2020,9,NA,"11360"
2020,9,NA,"11361"
2020,9,NA,"11362"
2020,9,NA,"11363"
2020,9,NA,"11364"
2020,9,11.4,"11365"
2020,9,NA,"11366"
2020,9,17.2,"11367"
2020,9,14.5,"11368"
2020,9,NA,"11369"
2020,9,NA,"11370"
2020,9,8.2,"11372"
2020,9,7.6,"11373"
2020,9,19.3,"11374"
2020,9,7,"11375"
2020,9,10.7,"11377"
2020,9,NA,"11378"
2020,9,NA,"11379"
2020,9,7.7,"11385"
2020,9,NA,"11411"
2020,9,NA,"11412"
2020,9,NA,"11413"
2020,9,NA,"11414"
2020,9,NA,"11415"
2020,9,NA,"11416"
2020,9,NA,"11417"
2020,9,13.3,"11418"
2020,9,12.4,"11419"
2020,9,NA,"11420"
2020,9,NA,"11421"
2020,9,NA,"11422"
2020,9,22.5,"11423"
2020,9,NA,"11426"
2020,9,NA,"11427"
2020,9,NA,"11428"
2020,9,18,"11429"
2020,9,11.5,"11432"
2020,9,13.7,"11433"
2020,9,10.5,"11434"
2020,9,17.1,"11435"
2020,9,29.9,"11436"
2020,9,NA,"11691"
2020,9,NA,"11692"
2020,9,NA,"11693"
2020,9,NA,"11694"
2020,9,NA,"11697"
2020,10,16.6,"Bronx"
2020,10,25.8,"Brooklyn"
2020,10,10.2,"Manhattan"
2020,10,17.6,"Queens"
2020,10,22.9,"Staten_Island"
2020,10,18.8,"Citywide"
2020,10,NA,"10001"
2020,10,9.3,"10002"
2020,10,9.3,"10003"
2020,10,NA,"10004"
2020,10,NA,"10005"
2020,10,NA,"10006"
2020,10,NA,"10007"
2020,10,NA,"10009"
2020,10,NA,"10010"
2020,10,NA,"10011"
2020,10,NA,"10012"
2020,10,NA,"10013"
2020,10,NA,"10014"
2020,10,9.8,"10016"
2020,10,NA,"10017"
2020,10,NA,"10018"
2020,10,11.5,"10019"
2020,10,NA,"10021"
2020,10,NA,"10022"
2020,10,8.1,"10023"
2020,10,NA,"10024"
2020,10,10.9,"10025"
2020,10,NA,"10026"
2020,10,12.6,"10027"
2020,10,NA,"10028"
2020,10,23,"10029"
2020,10,NA,"10030"
2020,10,13.6,"10031"
2020,10,17.4,"10032"
2020,10,20.5,"10033"
2020,10,18.9,"10034"
2020,10,NA,"10035"
2020,10,22,"10036"
2020,10,24,"10037"
2020,10,NA,"10038"
2020,10,NA,"10039"
2020,10,NA,"10040"
2020,10,NA,"10044"
2020,10,NA,"10065"
2020,10,NA,"10069"
2020,10,NA,"10075"
2020,10,NA,"10128"
2020,10,NA,"10280"
2020,10,NA,"10282"
2020,10,36,"10301"
2020,10,37.9,"10302"
2020,10,22.6,"10303"
2020,10,21.5,"10304"
2020,10,16.3,"10305"
2020,10,34.1,"10306"
2020,10,NA,"10307"
2020,10,23.5,"10308"
2020,10,18.2,"10309"
2020,10,NA,"10310"
2020,10,16.4,"10312"
2020,10,22.7,"10314"
2020,10,29.6,"10451"
2020,10,6.6,"10452"
2020,10,24.1,"10453"
2020,10,15.9,"10454"
2020,10,14.3,"10455"
2020,10,11.8,"10456"
2020,10,19,"10457"
2020,10,14.5,"10458"
2020,10,20.9,"10459"
2020,10,11.9,"10460"
2020,10,22.4,"10461"
2020,10,30.5,"10462"
2020,10,8.6,"10463"
2020,10,NA,"10464"
2020,10,25.5,"10465"
2020,10,11.2,"10466"
2020,10,10.8,"10467"
2020,10,16.7,"10468"
2020,10,19.3,"10469"
2020,10,NA,"10470"
2020,10,NA,"10471"
2020,10,14.7,"10472"
2020,10,20.3,"10473"
2020,10,NA,"10474"
2020,10,16.4,"10475"
2020,10,NA,"11004"
2020,10,NA,"11101"
2020,10,33.3,"11102"
2020,10,NA,"11103"
2020,10,NA,"11104"
2020,10,NA,"11105"
2020,10,16,"11106"
2020,10,NA,"11109"
2020,10,8,"11201"
2020,10,13.6,"11203"
2020,10,59.7,"11204"
2020,10,17.6,"11205"
2020,10,16.1,"11206"
2020,10,16.8,"11207"
2020,10,13.6,"11208"
2020,10,25.2,"11209"
2020,10,42.6,"11210"
2020,10,35.4,"11211"
2020,10,10.8,"11212"
2020,10,23.2,"11213"
2020,10,31.2,"11214"
2020,10,NA,"11215"
2020,10,NA,"11216"
2020,10,22,"11217"
2020,10,41.9,"11218"
2020,10,58.8,"11219"
2020,10,20.1,"11220"
2020,10,16,"11221"
2020,10,NA,"11222"
2020,10,44.2,"11223"
2020,10,25.9,"11224"
2020,10,12.2,"11225"
2020,10,13.4,"11226"
2020,10,20,"11228"
2020,10,31.1,"11229"
2020,10,66.4,"11230"
2020,10,13.4,"11231"
2020,10,18.5,"11232"
2020,10,9.4,"11233"
2020,10,24.5,"11234"
2020,10,42.2,"11235"
2020,10,19.6,"11236"
2020,10,16.7,"11237"
2020,10,9.3,"11238"
2020,10,53.8,"11239"
2020,10,22.3,"11354"
2020,10,11.4,"11355"
2020,10,21.9,"11356"
2020,10,20.7,"11357"
2020,10,16.7,"11358"
2020,10,NA,"11360"
2020,10,NA,"11361"
2020,10,NA,"11362"
2020,10,NA,"11363"
2020,10,NA,"11364"
2020,10,13.7,"11365"
2020,10,NA,"11366"
2020,10,32,"11367"
2020,10,19,"11368"
2020,10,NA,"11369"
2020,10,NA,"11370"
2020,10,23.1,"11372"
2020,10,14.2,"11373"
2020,10,21.7,"11374"
2020,10,22.5,"11375"
2020,10,17.8,"11377"
2020,10,22.1,"11378"
2020,10,21.8,"11379"
2020,10,12.5,"11385"
2020,10,32.7,"11411"
2020,10,21,"11412"
2020,10,NA,"11413"
2020,10,NA,"11414"
2020,10,NA,"11415"
2020,10,49.3,"11416"
2020,10,NA,"11417"
2020,10,16,"11418"
2020,10,18.6,"11419"
2020,10,16.7,"11420"
2020,10,15,"11421"
2020,10,NA,"11422"
2020,10,28.9,"11423"
2020,10,NA,"11426"
2020,10,29.7,"11427"
2020,10,32.3,"11428"
2020,10,NA,"11429"
2020,10,28,"11432"
2020,10,13.7,"11433"
2020,10,16.5,"11434"
2020,10,15.4,"11435"
2020,10,NA,"11436"
2020,10,28.4,"11691"
2020,10,NA,"11692"
2020,10,NA,"11693"
2020,10,NA,"11694"
2020,10,NA,"11697"
2020,11,42.4,"Bronx"
2020,11,36.1,"Brooklyn"
2020,11,25.7,"Manhattan"
2020,11,40,"Queens"
2020,11,81.7,"Staten_Island"
2020,11,38.8,"Citywide"
2020,11,NA,"10001"
2020,11,35.8,"10002"
2020,11,11.1,"10003"
2020,11,NA,"10004"
2020,11,NA,"10005"
2020,11,NA,"10006"
2020,11,NA,"10007"
2020,11,22.7,"10009"
2020,11,NA,"10010"
2020,11,14.1,"10011"
2020,11,NA,"10012"
2020,11,27.8,"10013"
2020,11,NA,"10014"
2020,11,19.6,"10016"
2020,11,NA,"10017"
2020,11,NA,"10018"
2020,11,13.8,"10019"
2020,11,34.9,"10021"
2020,11,32.4,"10022"
2020,11,9.7,"10023"
2020,11,24,"10024"
2020,11,39.3,"10025"
2020,11,20.7,"10026"
2020,11,28.4,"10027"
2020,11,NA,"10028"
2020,11,30.7,"10029"
2020,11,37.6,"10030"
2020,11,42.4,"10031"
2020,11,52.3,"10032"
2020,11,42.7,"10033"
2020,11,21.3,"10034"
2020,11,28.4,"10035"
2020,11,29.4,"10036"
2020,11,NA,"10037"
2020,11,39.4,"10038"
2020,11,22.1,"10039"
2020,11,50,"10040"
2020,11,NA,"10044"
2020,11,21.5,"10065"
2020,11,NA,"10069"
2020,11,NA,"10075"
2020,11,15.4,"10128"
2020,11,NA,"10280"
2020,11,NA,"10282"
2020,11,66.8,"10301"
2020,11,86.6,"10302"
2020,11,60.3,"10303"
2020,11,78.8,"10304"
2020,11,51.3,"10305"
2020,11,161,"10306"
2020,11,80.5,"10307"
2020,11,60.4,"10308"
2020,11,57.7,"10309"
2020,11,72.5,"10310"
2020,11,62.2,"10312"
2020,11,90.8,"10314"
2020,11,57,"10451"
2020,11,47.9,"10452"
2020,11,45.8,"10453"
2020,11,42.3,"10454"
2020,11,35.8,"10455"
2020,11,35.4,"10456"
2020,11,59.7,"10457"
2020,11,39.9,"10458"
2020,11,64.8,"10459"
2020,11,44.2,"10460"
2020,11,50.9,"10461"
2020,11,59.7,"10462"
2020,11,45.7,"10463"
2020,11,NA,"10464"
2020,11,32.5,"10465"
2020,11,28,"10466"
2020,11,37.2,"10467"
2020,11,27,"10468"
2020,11,23.4,"10469"
2020,11,40,"10470"
2020,11,33,"10471"
2020,11,47.1,"10472"
2020,11,50.8,"10473"
2020,11,NA,"10474"
2020,11,11.7,"10475"
2020,11,NA,"11004"
2020,11,16.3,"11101"
2020,11,36.6,"11102"
2020,11,20,"11103"
2020,11,23.6,"11104"
2020,11,47,"11105"
2020,11,32.1,"11106"
2020,11,NA,"11109"
2020,11,14.4,"11201"
2020,11,38.2,"11203"
2020,11,29.8,"11204"
2020,11,28.7,"11205"
2020,11,24.2,"11206"
2020,11,46.1,"11207"
2020,11,72.2,"11208"
2020,11,35.5,"11209"
2020,11,35,"11210"
2020,11,29.5,"11211"
2020,11,60.8,"11212"
2020,11,37.2,"11213"
2020,11,46.3,"11214"
2020,11,17.2,"11215"
2020,11,16.4,"11216"
2020,11,19.6,"11217"
2020,11,23,"11218"
2020,11,48.8,"11219"
2020,11,30.7,"11220"
2020,11,25.8,"11221"
2020,11,NA,"11222"
2020,11,45.4,"11223"
2020,11,45.4,"11224"
2020,11,24.3,"11225"
2020,11,27.7,"11226"
2020,11,17.8,"11228"
2020,11,35.9,"11229"
2020,11,68.6,"11230"
2020,11,18.7,"11231"
2020,11,51.7,"11232"
2020,11,32.3,"11233"
2020,11,28.7,"11234"
2020,11,58.8,"11235"
2020,11,26.8,"11236"
2020,11,27.1,"11237"
2020,11,20.5,"11238"
2020,11,69.1,"11239"
2020,11,46.4,"11354"
2020,11,35.5,"11355"
2020,11,48.2,"11356"
2020,11,59.4,"11357"
2020,11,41.6,"11358"
2020,11,36.8,"11360"
2020,11,22.8,"11361"
2020,11,38.7,"11362"
2020,11,NA,"11363"
2020,11,25.2,"11364"
2020,11,29.7,"11365"
2020,11,42.2,"11366"
2020,11,27,"11367"
2020,11,36.2,"11368"
2020,11,65.4,"11369"
2020,11,50.4,"11370"
2020,11,52.7,"11372"
2020,11,49.1,"11373"
2020,11,41.1,"11374"
2020,11,47.7,"11375"
2020,11,36.9,"11377"
2020,11,22.1,"11378"
2020,11,32.8,"11379"
2020,11,33.8,"11385"
2020,11,28.1,"11411"
2020,11,49.9,"11412"
2020,11,16.2,"11413"
2020,11,38.8,"11414"
2020,11,42.4,"11415"
2020,11,30.3,"11416"
2020,11,54.8,"11417"
2020,11,53.2,"11418"
2020,11,35,"11419"
2020,11,29.3,"11420"
2020,11,35,"11421"
2020,11,46.3,"11422"
2020,11,57.8,"11423"
2020,11,54.6,"11426"
2020,11,46.7,"11427"
2020,11,64.6,"11428"
2020,11,46.7,"11429"
2020,11,69.1,"11432"
2020,11,46.5,"11433"
2020,11,34.5,"11434"
2020,11,41.1,"11435"
2020,11,34.9,"11436"
2020,11,35.9,"11691"
2020,11,NA,"11692"
2020,11,NA,"11693"
2020,11,NA,"11694"
2020,11,NA,"11697"
2020,12,103.5,"Bronx"
2020,12,91.4,"Brooklyn"
2020,12,66.5,"Manhattan"
2020,12,96.4,"Queens"
2020,12,140.5,"Staten_Island"
2020,12,92.7,"Citywide"
2020,12,54.3,"10001"
2020,12,150,"10002"
2020,12,29.6,"10003"
2020,12,NA,"10004"
2020,12,NA,"10005"
2020,12,NA,"10006"
2020,12,NA,"10007"
2020,12,70,"10009"
2020,12,33,"10010"
2020,12,40.2,"10011"
2020,12,21.6,"10012"
2020,12,38.2,"10013"
2020,12,26.4,"10014"
2020,12,43.2,"10016"
2020,12,76.9,"10017"
2020,12,NA,"10018"
2020,12,59.7,"10019"
2020,12,56.7,"10021"
2020,12,48.5,"10022"
2020,12,29.1,"10023"
2020,12,34.2,"10024"
2020,12,54.6,"10025"
2020,12,75,"10026"
2020,12,42.6,"10027"
2020,12,23.2,"10028"
2020,12,97.2,"10029"
2020,12,82,"10030"
2020,12,115.2,"10031"
2020,12,101.5,"10032"
2020,12,83.7,"10033"
2020,12,73.4,"10034"
2020,12,136.2,"10035"
2020,12,62.4,"10036"
2020,12,134.7,"10037"
2020,12,74.4,"10038"
2020,12,92,"10039"
2020,12,84.2,"10040"
2020,12,NA,"10044"
2020,12,50.2,"10065"
2020,12,111.4,"10069"
2020,12,56.4,"10075"
2020,12,54.6,"10128"
2020,12,NA,"10280"
2020,12,NA,"10282"
2020,12,131.1,"10301"
2020,12,183.9,"10302"
2020,12,90.5,"10303"
2020,12,171.9,"10304"
2020,12,158.7,"10305"
2020,12,166.6,"10306"
2020,12,67.1,"10307"
2020,12,93.9,"10308"
2020,12,133.6,"10309"
2020,12,145,"10310"
2020,12,109.7,"10312"
2020,12,153.5,"10314"
2020,12,84.4,"10451"
2020,12,99.7,"10452"
2020,12,110.6,"10453"
2020,12,132.2,"10454"
2020,12,83.5,"10455"
2020,12,101.9,"10456"
2020,12,97.7,"10457"
2020,12,103.9,"10458"
2020,12,98.2,"10459"
2020,12,118.9,"10460"
2020,12,107.9,"10461"
2020,12,98.3,"10462"
2020,12,95.7,"10463"
2020,12,NA,"10464"
2020,12,109,"10465"
2020,12,72.9,"10466"
2020,12,90.1,"10467"
2020,12,99,"10468"
2020,12,99.2,"10469"
2020,12,120.1,"10470"
2020,12,61.2,"10471"
2020,12,120.6,"10472"
2020,12,148.9,"10473"
2020,12,91.9,"10474"
2020,12,77.2,"10475"
2020,12,105.5,"11004"
2020,12,67.9,"11101"
2020,12,119.8,"11102"
2020,12,54.4,"11103"
2020,12,94.4,"11104"
2020,12,93.9,"11105"
2020,12,58.8,"11106"
2020,12,NA,"11109"
2020,12,35.3,"11201"
2020,12,90,"11203"
2020,12,86.9,"11204"
2020,12,64,"11205"
2020,12,72.7,"11206"
2020,12,105.6,"11207"
2020,12,135,"11208"
2020,12,87.4,"11209"
2020,12,65.5,"11210"
2020,12,47.2,"11211"
2020,12,100,"11212"
2020,12,77.4,"11213"
2020,12,111,"11214"
2020,12,37.3,"11215"
2020,12,69.3,"11216"
2020,12,31.8,"11217"
2020,12,110.8,"11218"
2020,12,78.8,"11219"
2020,12,95.1,"11220"
2020,12,71.2,"11221"
2020,12,27.7,"11222"
2020,12,141.1,"11223"
2020,12,192.3,"11224"
2020,12,53.9,"11225"
2020,12,60.6,"11226"
2020,12,93.4,"11228"
2020,12,125.7,"11229"
2020,12,147.4,"11230"
2020,12,56.2,"11231"
2020,12,66.5,"11232"
2020,12,70,"11233"
2020,12,92.5,"11234"
2020,12,223.8,"11235"
2020,12,70,"11236"
2020,12,60.4,"11237"
2020,12,57.9,"11238"
2020,12,192,"11239"
2020,12,111.3,"11354"
2020,12,152.2,"11355"
2020,12,70.1,"11356"
2020,12,56.8,"11357"
2020,12,72.2,"11358"
2020,12,126,"11360"
2020,12,79.6,"11361"
2020,12,82.9,"11362"
2020,12,133.6,"11363"
2020,12,67.2,"11364"
2020,12,63.9,"11365"
2020,12,77.4,"11366"
2020,12,100.8,"11367"
2020,12,92.4,"11368"
2020,12,130.8,"11369"
2020,12,91.3,"11370"
2020,12,102.2,"11372"
2020,12,97.1,"11373"
2020,12,99,"11374"
2020,12,68.8,"11375"
2020,12,108.3,"11377"
2020,12,66.4,"11378"
2020,12,81.9,"11379"
2020,12,66.6,"11385"
2020,12,46.8,"11411"
2020,12,47.2,"11412"
2020,12,57.9,"11413"
2020,12,112.8,"11414"
2020,12,68.9,"11415"
2020,12,140.2,"11416"
2020,12,99.9,"11417"
2020,12,119.7,"11418"
2020,12,154.6,"11419"
2020,12,100.3,"11420"
2020,12,114.9,"11421"
2020,12,108.1,"11422"
2020,12,102.8,"11423"
2020,12,89.3,"11426"
2020,12,63.6,"11427"
2020,12,86.1,"11428"
2020,12,107.9,"11429"
2020,12,143.2,"11432"
2020,12,93.1,"11433"
2020,12,110.8,"11434"
2020,12,109.6,"11435"
2020,12,124.7,"11436"
2020,12,92.7,"11691"
2020,12,47.6,"11692"
2020,12,63.1,"11693"
2020,12,62.6,"11694"
2020,12,147.4,"11697"
2021,1,165.2,"Bronx"
2021,1,134.3,"Brooklyn"
2021,1,96.8,"Manhattan"
2021,1,148.1,"Queens"
2021,1,161.5,"Staten_Island"
2021,1,137.5,"Citywide"
2021,1,83.3,"10001"
2021,1,163.3,"10002"
2021,1,48.2,"10003"
2021,1,NA,"10004"
2021,1,NA,"10005"
2021,1,NA,"10006"
2021,1,NA,"10007"
2021,1,99.7,"10009"
2021,1,78,"10010"
2021,1,40.2,"10011"
2021,1,69.1,"10012"
2021,1,79.8,"10013"
2021,1,26.4,"10014"
2021,1,68.7,"10016"
2021,1,38.4,"10017"
2021,1,NA,"10018"
2021,1,89.6,"10019"
2021,1,56.7,"10021"
2021,1,71.2,"10022"
2021,1,61.5,"10023"
2021,1,54.8,"10024"
2021,1,93.9,"10025"
2021,1,108.6,"10026"
2021,1,137.2,"10027"
2021,1,52.8,"10028"
2021,1,167.5,"10029"
2021,1,112.7,"10030"
2021,1,91.5,"10031"
2021,1,176,"10032"
2021,1,135,"10033"
2021,1,127.8,"10034"
2021,1,93.6,"10035"
2021,1,95.4,"10036"
2021,1,163.5,"10037"
2021,1,161.8,"10038"
2021,1,121.4,"10039"
2021,1,118.3,"10040"
2021,1,60,"10044"
2021,1,32.3,"10065"
2021,1,NA,"10069"
2021,1,78.1,"10075"
2021,1,64.9,"10128"
2021,1,64.2,"10280"
2021,1,NA,"10282"
2021,1,138.8,"10301"
2021,1,173.1,"10302"
2021,1,128.2,"10303"
2021,1,198.2,"10304"
2021,1,170.3,"10305"
2021,1,162.9,"10306"
2021,1,174.4,"10307"
2021,1,114,"10308"
2021,1,148.8,"10309"
2021,1,128,"10310"
2021,1,162.2,"10312"
2021,1,169.7,"10314"
2021,1,156.2,"10451"
2021,1,159.5,"10452"
2021,1,138.5,"10453"
2021,1,187.7,"10454"
2021,1,202.9,"10455"
2021,1,143.8,"10456"
2021,1,168.2,"10457"
2021,1,142.6,"10458"
2021,1,181.7,"10459"
2021,1,178.3,"10460"
2021,1,187.4,"10461"
2021,1,146.1,"10462"
2021,1,150,"10463"
2021,1,NA,"10464"
2021,1,167,"10465"
2021,1,131.8,"10466"
2021,1,202.8,"10467"
2021,1,155.5,"10468"
2021,1,139.1,"10469"
2021,1,153.4,"10470"
2021,1,127.1,"10471"
2021,1,179.5,"10472"
2021,1,199.6,"10473"
2021,1,116.9,"10474"
2021,1,168.5,"10475"
2021,1,131.9,"11004"
2021,1,73.3,"11101"
2021,1,133.1,"11102"
2021,1,91.6,"11103"
2021,1,66.8,"11104"
2021,1,105,"11105"
2021,1,114.9,"11106"
2021,1,NA,"11109"
2021,1,48.2,"11201"
2021,1,102.3,"11203"
2021,1,154.4,"11204"
2021,1,55.1,"11205"
2021,1,113,"11206"
2021,1,138.2,"11207"
2021,1,164.3,"11208"
2021,1,109.6,"11209"
2021,1,100.5,"11210"
2021,1,61,"11211"
2021,1,173.1,"11212"
2021,1,119.2,"11213"
2021,1,162.7,"11214"
2021,1,44.5,"11215"
2021,1,71.1,"11216"
2021,1,44,"11217"
2021,1,137.8,"11218"
2021,1,108.8,"11219"
2021,1,166,"11220"
2021,1,114.2,"11221"
2021,1,88.6,"11222"
2021,1,154.6,"11223"
2021,1,352.3,"11224"
2021,1,102.6,"11225"
2021,1,147.9,"11226"
2021,1,122.3,"11228"
2021,1,198.7,"11229"
2021,1,174.4,"11230"
2021,1,61.5,"11231"
2021,1,96,"11232"
2021,1,113,"11233"
2021,1,115.9,"11234"
2021,1,338.9,"11235"
2021,1,110.2,"11236"
2021,1,114.6,"11237"
2021,1,80.3,"11238"
2021,1,284.1,"11239"
2021,1,196.6,"11354"
2021,1,235.9,"11355"
2021,1,144.6,"11356"
2021,1,103.3,"11357"
2021,1,144.3,"11358"
2021,1,215.3,"11360"
2021,1,132.7,"11361"
2021,1,121.5,"11362"
2021,1,NA,"11363"
2021,1,114.9,"11364"
2021,1,127.8,"11365"
2021,1,105.6,"11366"
2021,1,135.2,"11367"
2021,1,121.4,"11368"
2021,1,121.9,"11369"
2021,1,147.9,"11370"
2021,1,148.3,"11372"
2021,1,158.2,"11373"
2021,1,222.3,"11374"
2021,1,122.1,"11375"
2021,1,138,"11377"
2021,1,91.3,"11378"
2021,1,136.5,"11379"
2021,1,121.6,"11385"
2021,1,131,"11411"
2021,1,112.9,"11412"
2021,1,104.2,"11413"
2021,1,172.8,"11414"
2021,1,106,"11415"
2021,1,189.5,"11416"
2021,1,170.7,"11417"
2021,1,106.4,"11418"
2021,1,233,"11419"
2021,1,177.7,"11420"
2021,1,157.3,"11421"
2021,1,163.6,"11422"
2021,1,144.5,"11423"
2021,1,133.9,"11426"
2021,1,161.2,"11427"
2021,1,134.5,"11428"
2021,1,140.2,"11429"
2021,1,237,"11432"
2021,1,175.2,"11433"
2021,1,128.8,"11434"
2021,1,162.6,"11435"
2021,1,149.7,"11436"
2021,1,131.6,"11691"
2021,1,133.1,"11692"
2021,1,118.4,"11693"
2021,1,72.2,"11694"
2021,1,NA,"11697"
2021,2,146.5,"Bronx"
2021,2,111.9,"Brooklyn"
2021,2,82.7,"Manhattan"
2021,2,112,"Queens"
2021,2,85.9,"Staten_Island"
2021,2,110.6,"Citywide"
2021,2,68.8,"10001"
2021,2,134.1,"10002"
2021,2,31.5,"10003"
2021,2,NA,"10004"
2021,2,NA,"10005"
2021,2,NA,"10006"
2021,2,NA,"10007"
2021,2,99.7,"10009"
2021,2,36,"10010"
2021,2,46.2,"10011"
2021,2,60.5,"10012"
2021,2,93.7,"10013"
2021,2,26.4,"10014"
2021,2,37.3,"10016"
2021,2,44.8,"10017"
2021,2,NA,"10018"
2021,2,59.7,"10019"
2021,2,39.2,"10021"
2021,2,45.3,"10022"
